4
66664.4,61590.1,47139.6,25512.1,
1111.11,948.393,555.556,162.718,
0.0233827,0.0467654,0.0467654,0.0467654,0.0233827,
66666.7,61592,47140.5,25512.2,0,0,0,0,0,0,0,0,0,0,0,
0.143623,0.143623,-0.17414,-0.470157,-0.0395464,0.383293,-0.0704073,-0.0496513,0.504741,0.213839,0.172078,-0.137561,-0.198386,0.20418,0.20418,
0.335745,0.335745,-0.477623,0.279127,0.287252,0.328061,-0.13717,0.139762,0.0656582,-0.180887,0.279162,0.161666,-0.0993871,-0.144527,-0.144527,
-0.1014,-0.1014,0.360009,0.114568,0.158946,-0.719475,0.103293,-0.0185206,-0.674683,-0.0410727,-0.0445889,-0.100567,0.00601913,0.318314,0.318314,
0.200669,0.200669,-0.263649,0.129211,-0.029385,-0.205634,-0.0615979,0.270493,0.191434,-0.053494,0.496545,-0.0764224,-0.224508,0.386513,0.386513,
0.322397,0.322397,-0.449403,-0.263706,0.306747,-0.0961411,0.119526,-0.282096,-0.28294,0.0765877,0.00146021,-0.112976,-0.0478786,-0.111869,-0.111869,
-0.145099,-0.145099,0.421298,0.0580332,0.129289,0.293654,-0.162212,0.0831932,-0.0127782,-0.0312145,-0.0913539,0.112937,-0.0193674,0.103323,0.103323,
0.114411,0.114411,0.0493824,0.06631,-0.330576,-0.0117021,0.115736,-0.155425,-0.27192,-0.00441245,0.498071,0.427207,-0.168212,0.0128289,0.0128289,
0.250727,0.250727,-0.172924,-0.569979,0.239156,0.00799377,0.0518997,0.11822,0.0518997,0.00799377,0.239156,-0.569979,-0.172924,0.250727,0.250727,
0.0128289,0.0128289,-0.168212,0.427207,0.498071,-0.00441245,-0.27192,-0.155425,0.115736,-0.0117021,-0.330576,0.06631,0.0493824,0.114411,0.114411,
0.103323,0.103323,-0.0193674,0.112937,-0.0913539,-0.0312145,-0.0127782,0.0831932,-0.162212,0.293654,0.129289,0.0580332,0.421298,-0.145099,-0.145099,
-0.111869,-0.111869,-0.0478786,-0.112976,0.00146021,0.0765877,-0.28294,-0.282096,0.119526,-0.0961411,0.306747,-0.263706,-0.449403,0.322397,0.322397,
0.386513,0.386513,-0.224508,-0.0764224,0.496545,-0.053494,0.191434,0.270493,-0.0615979,-0.205634,-0.029385,0.129211,-0.263649,0.200669,0.200669,
0.318314,0.318314,0.00601913,-0.100567,-0.0445889,-0.0410727,-0.674683,-0.0185206,0.103293,-0.719475,0.158946,0.114568,0.360009,-0.1014,-0.1014,
-0.144527,-0.144527,-0.0993871,0.161666,0.279162,-0.180887,0.0656582,0.139762,-0.13717,0.328061,0.287252,0.279127,-0.477623,0.335745,0.335745,
0.20418,0.20418,-0.198386,-0.137561,0.172078,0.213839,0.504741,-0.0496513,-0.0704073,0.383293,-0.0395464,-0.470157,-0.17414,0.143623,0.143623,
